央视频道,#genre#
咪咕直播 25,http://gslbserv.itv.cmvideo.cn:80/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=BingCha
咪咕直播 26,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=BingCha
咪咕直播 27,http://gslbserv.itv.cmvideo.cn:80/3000000010000017678/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=BingCha
咪咕直播 28,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=BingCha
咪咕直播 29,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=BingCha
咪咕直播 30,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=BingCha
咪咕直播 31,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=BingCha
咪咕直播 32,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=BingCha
咪咕直播 33,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=BingCha
咪咕直播 34,http://gslbserv.itv.cmvideo.cn:80/3000000020000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=BingCha
咪咕直播 35,http://gslbserv.itv.cmvideo.cn:80/3000000020000011519/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=BingCha
咪咕直播 36,http://gslbserv.itv.cmvideo.cn:80/3000000020000011520/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=BingCha
咪咕直播 37,http://gslbserv.itv.cmvideo.cn:80/3000000020000011521/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=BingCha
咪咕直播 38,http://gslbserv.itv.cmvideo.cn:80/3000000020000011522/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=BingCha
咪视界bc,#genre#
睛彩竞技,https://msj.188766.xyz/play?id=3000000020000011528&token=29e1409b29e1409b29e1409b29e1409b
睛彩篮球,https://msj.188766.xyz/play?id=3000000020000011529&token=29e1409c29e1409c29e1409c29e1409c
睛彩青少,https://msj.188766.xyz/play?id=3000000020000011525&token=29e1409829e1409829e1409829e14098
睛彩广场舞,https://msj.188766.xyz/play?id=3000000020000011523&token=29e1409629e1409629e1409629e14096
咪视界4K-1,https://msj.188766.xyz/play?id=3000000010000005180&token=94f0398394f0398394f0398394f03983
咪视界4K-2,https://msj.188766.xyz/play?id=3000000010000015686&token=94fe63cf94fe63cf94fe63cf94fe63cf
咪咕直播 1,https://msj.188766.xyz/play?id=3000000001000005308&token=f454fe73f454fe73f454fe73f454fe73
咪咕直播 2,https://msj.188766.xyz/play?id=3000000001000005969&token=f45515b4f45515b4f45515b4f45515b4
咪咕直播 3,https://msj.188766.xyz/play?id=3000000001000007218&token=f455e38ff455e38ff455e38ff455e38f
咪咕直播 4,https://msj.188766.xyz/play?id=3000000001000008001&token=f4565046f4565046f4565046f4565046
咪咕直播 5,https://msj.188766.xyz/play?id=3000000001000008176&token=f45654e5f45654e5f45654e5f45654e5
咪咕直播 6,https://msj.188766.xyz/play?id=3000000001000008379&token=f4565c6af4565c6af4565c6af4565c6a
咪咕直播 7,https://msj.188766.xyz/play?id=3000000001000010129&token=f460c8d6f460c8d6f460c8d6f460c8d6
咪咕直播 8,https://msj.188766.xyz/play?id=3000000001000010948&token=f460e71bf460e71bf460e71bf460e71b
咪咕直播 9,https://msj.188766.xyz/play?id=3000000001000028638&token=f4729632f4729632f4729632f4729632
咪咕直播 10,https://msj.188766.xyz/play?id=3000000001000031494&token=f47d784ef47d784ef47d784ef47d784e
咪咕直播 11,https://msj.188766.xyz/play?id=3000000010000000097&token=94edf00d94edf00d94edf00d94edf00d
咪咕直播 12,https://msj.188766.xyz/play?id=3000000010000002019&token=94eed7d594eed7d594eed7d594eed7d5
咪咕直播 13,https://msj.188766.xyz/play?id=3000000010000002809&token=94eef5be94eef5be94eef5be94eef5be
咪咕直播 14,https://msj.188766.xyz/play?id=3000000010000003915&token=94ef6df994ef6df994ef6df994ef6df9
咪咕直播 15,https://msj.188766.xyz/play?id=3000000010000004193&token=94efc54694efc54694efc54694efc546
咪咕直播 16,https://msj.188766.xyz/play?id=3000000010000005837&token=94f0533694f0533694f0533694f05336
咪咕直播 17,https://msj.188766.xyz/play?id=3000000010000006077&token=94f0aa0994f0aa0994f0aa0994f0aa09
咪咕直播 18,https://msj.188766.xyz/play?id=3000000010000006658&token=94f0c05294f0c05294f0c05294f0c052
咪咕直播 19,https://msj.188766.xyz/play?id=3000000010000009788&token=94f2218d94f2218d94f2218d94f2218d
咪咕直播 20,https://msj.188766.xyz/play?id=3000000010000010833&token=94fc24d894fc24d894fc24d894fc24d8
咪咕直播 21,https://msj.188766.xyz/play?id=3000000010000011297&token=94fc836f94fc836f94fc836f94fc836f
咪咕直播 22,https://msj.188766.xyz/play?id=3000000010000011518&token=94fc8dbb94fc8dbb94fc8dbb94fc8dbb
咪咕直播 23,https://msj.188766.xyz/play?id=3000000010000012558&token=94fd029694fd029694fd029694fd0296
咪咕直播 24,https://msj.188766.xyz/play?id=3000000010000012616&token=94fd05d994fd05d994fd05d994fd05d9
咪咕直播 25,https://msj.188766.xyz/play?id=3000000010000015470&token=94fe5c2894fe5c2894fe5c2894fe5c28
咪咕直播 26,https://msj.188766.xyz/play?id=3000000010000015560&token=94fe5fca94fe5fca94fe5fca94fe5fca
咪咕直播 27,https://msj.188766.xyz/play?id=3000000010000017678&token=94ff4c7094ff4c7094ff4c7094ff4c70
咪咕直播 28,https://msj.188766.xyz/play?id=3000000010000019839&token=95003c3595003c3595003c3595003c35
咪咕直播 29,https://msj.188766.xyz/play?id=3000000010000021904&token=950ab41d950ab41d950ab41d950ab41d
咪咕直播 30,https://msj.188766.xyz/play?id=3000000010000023434&token=950b8a73950b8a73950b8a73950b8a73
咪咕直播 31,https://msj.188766.xyz/play?id=3000000010000025380&token=950c7007950c7007950c7007950c7007
咪咕直播 32,https://msj.188766.xyz/play?id=3000000010000027691&token=950d6428950d6428950d6428950d6428
咪咕直播 33,https://msj.188766.xyz/play?id=3000000010000031669&token=9518c11a9518c11a9518c11a9518c11a
咪咕直播 34,https://msj.188766.xyz/play?id=3000000020000011518&token=29e1407c29e1407c29e1407c29e1407c
咪咕直播 35,https://msj.188766.xyz/play?id=3000000020000011519&token=29e1407d29e1407d29e1407d29e1407d
咪咕直播 36,https://msj.188766.xyz/play?id=3000000020000011520&token=29e1409329e1409329e1409329e14093
咪咕直播 37,https://msj.188766.xyz/play?id=3000000020000011521&token=29e1409429e1409429e1409429e14094
咪咕直播 38,https://msj.188766.xyz/play?id=3000000020000011522&token=29e1409529e1409529e1409529e14095
